PORT_IATA,PORT_NAME,LAT_DEC,LONG_DEC,CITY_NAME,ACTIVE
EDA,Edna Bay Sea Plane Base,55.95,-133.66666,Edna Bay,Y
KPB,Point Baker Seaplane Base,56.35178,-133.62207,Point Baker,Y
NKI,Naukiti Bay Sea Plane Base,55.85555,-133.18333,Naukiti Bay,Y
PPV,Port Protection Sea Plane Base,56.32552,-133.60898,Port Protection,Y
VSF,Hartness State,43.34096,-72.51932,Springfield,Y
ZSF,Springfield Rail Station,42.10583,-72.5936,Springfield,Y
CEF,Springfield/Westover Metropolitan Apt,42.18867,-72.53753,Springfield,Y
BAF,Barnes Regional,42.15834,-72.71541,Westfield,Y
PBR,Puerto Barrios,15.73173,-88.5,Puerto Barrios,Y
XGZ,Bregenz Rail Station,47.50614,9.74855,Bregenz Rail Station,Y
TPY,Turin Porta Nuova Rail Station,45.062,7.67863,Turin,Y
TRN,Turin Caselle Airport,45.2025,7.64944,Turin,Y
BFG,Bullfrog Basin,37.55,-110.70833,Glen Canyon,Y
FPR,St Lucie County Intl,27.48333,-80.36666,Fort Pierce,Y
PRM,Portimao,37.14946,-8.58406,Portimao,Y
PPF,Tri-City,37.33333,-95.5,Parsons,Y
OBI,Obidos,-1.86817,-55.51511,Obidos,Y
ORX,Oriximina,-1.66666,-55.83333,Oriximina,Y
BDE,Baudette International,48.71666,-94.6,Baudette,Y
BLU,Blue Canyon-Nyack,39.26666,-120.7,Emigrant Gap,Y
CON,Concord Municipal,43.20277,-71.50222,Concord,Y
CTX,Cortland County,42.59324,-76.21407,Cortland,Y
GWS,Glenwood Springs Municipal,39.55,-107.31666,Glenwood Springs,Y
KBU,Gusti Sjamsir Alam,-3.29591,116.16446,Kotabaru,Y
ARX,Dragao do Mar,-4.56916,-37.80553,Aracati,Y
LKP,Lake Placid,44.26444,-73.96194,Lake Placid,Y
MAE,Madera Municipal,36.98333,-120.11666,Madera,Y
MCD,Mackinac Island,45.86666,-84.63333,Mackinac Island,Y
SUO,Sunriver,43.87638,-121.45305,Sunriver,Y
TRT,Toraja,-3.18556,119.91778,Mengkendek,Y
TLR,Mefford Field,36.33333,-119.3,Tulare,Y
ITU,Iturup,45.25638,147.95583,Iturup Island,Y
UKY,Downtown Heliport,35.03333,135.75,Kyoto,Y
KRS,Kristiansand Kjevik Airport,58.20416,8.08527,Kristiansand,Y
TRD,Trondheim Vaernes Airport,63.4575,10.92416,Trondheim,Y
TMA,Henry Tifton Myers,31.43333,-83.48333,Tifton,Y
MPY,Maripasoula,3.66666,-54.03333,Maripasoula,Y
XAU,Saul,3.61666,-53.2,Saul,Y
BVS,Breves,-1.66666,-50.46666,Breves,Y
BDD,Badu Island,-10.14987,142.17401,Badu Island,Y
CNC,Coconut Island,-10.05003,143.07143,Coconut Island,Y
MYI,Murray Island,-9.91517,144.05461,Murray Island,Y
NLF,Darnley Island,-9.57913,143.78021,Darnley Island,Y
SYU,Warraber Island,-10.2071,142.8236,Warraber Island,Y
UBB,Mabuiag Island,-9.9505,142.19537,Mabuiag Island,Y
XMY,Yam Island,-9.89895,142.77413,Yam Island,Y
ZMB,Hamburg Hbf Rail Station,53.55282,10.00666,Hamburg,Y
LBC,Hamburg Luebeck-Blankensee Airport,53.80527,10.71916,Hamburg,Y
HAM,Hamburg Airport,53.63027,9.98833,Hamburg,Y
XFW,Hamburg Finkenwerder,53.53583,9.83694,Hamburg,Y
QFB,Freiburg Rail Station,47.99762,7.84213,Freiburg Rail Station,Y
VRN,Verona Villafranca Airport,45.39638,10.88805,Verona,Y
VBS,Verona Brescia/Montichiari Airport,45.42888,10.33054,Verona,Y
DBN,W. H. 'Bud' Barron,32.55,-82.98333,Dublin,Y
VIC,Vicenza,45.57166,11.52694,Vicenza,Y
MOT,Minot International Apt,48.25944,-101.28027,Minot,Y
CRZ,Turkmenabat,39.08306,63.61194,Turkmenabat,Y
TAZ,Dashoguz,41.76159,59.84246,Dashoguz,Y
KEB,Nanwalek,59.35196,-151.92473,Nanwalek,Y
MRQ,Marinduque,13.36179,121.82519,Marinduque,Y
MFA,Mafia Island,-7.91262,39.66592,Mafia Island,Y
MVM,Kayenta,36.70277,-110.23333,Kayenta,Y
GIC,Boigu Island,-9.23278,142.2175,Boigu Island,Y
AND,Anderson Regional,34.5,-82.71666,Anderson,Y
TBT,Tabatinga International,-4.25575,-69.93593,Tabatinga,Y
SBR,Saibai Island,-9.37836,142.62499,Saibai Island,Y
VIF,Vieste Heliport,41.88505,16.17585,Vieste,Y
ESF,Alexandria Esler Regional Apt,31.4,-92.3,Alexandria,Y
AEX,Alexandria International Apt,31.32749,-92.54971,Alexandria,Y
MKO,Davis Field,35.66666,-95.36666,Muskogee,Y
WBU,Boulder Municipal Apt,40.03333,-105.23333,Boulder,Y
CAF,Carauari,-4.87083,-66.89711,Carauari,Y
ERN,Amaury Feitosa Tomaz,-6.63947,-69.87981,Eirunepe,Y
KFP,False Pass,54.84802,-163.40636,False Pass,Y
PML,Port Moller,56.00493,-160.56115,Port Moller,Y
TEF,Telfer,-21.71586,122.23095,Telfer,Y
MBZ,Maues,-3.41666,-57.66666,Maues,Y
HYG,Hydaburg Municipal,55.20524,-132.82801,Hydaburg,Y
FLG,Grand Canyon Flagstaff Pulliam,35.13833,-111.6711,Grand Canyon,Y
GCN,Grand Canyon National Park Apt,35.9525,-112.14694,Grand Canyon,Y
LYS,Lyon St-Exupery Apt,45.72554,5.0811,Lyon,Y
GNB,Lyon Grenoble-St Geoirs Apt,45.36305,5.33277,Lyon,Y
XYD,Lyon Part-Dieu Rail Station,45.76055,4.85944,Lyon,Y
NTL,Newcastle Williamtown Apt,-32.79499,151.83444,Newcastle,Y
SYD,Sydney Kingsford Smith Apt,-33.9461,151.17721,Sydney,Y
PYM,Plymouth Municipal,41.91124,-70.72866,Plymouth,Y
CJM,Chumphon,10.71136,99.36144,Chumphon,Y
CJU,Jeju International,33.51138,126.49305,Jeju,Y
ICN,Seoul Incheon International Airport,37.46916,126.45055,Seoul,Y
GMP,Seoul Gimpo International Airport,37.55833,126.79055,Seoul,Y
YAB,Arctic Bay,73.00588,-85.03251,Arctic Bay,Y
MTE,Monte Alegre,-2.01666,-54.06666,Monte Alegre,Y
SLB,Storm Lake Municipal,42.6,-95.23333,Storm Lake,Y
OTS,Anacortes,48.5,-122.61666,Anacortes,Y
SCH,Schenectady County,42.85416,-73.92916,Schenectady,Y
XXZ,Sundsvall/Harnosand C Rail Station,62.38666,17.31611,Sundsvall/Harnosand C Rail Station,Y
XYK,Norrkoping C Rail Station,58.59642,16.18348,Norrkoping C Rail Station,Y
XYP,Avesta Krylbo Rail Station,60.12961,16.21671,Avesta Krylbo Rail Station,Y
XYX,Sala Rail Station,59.92492,16.6066,Sala Rail Station,Y
XXU,Hedemora Rail Station,60.27415,15.98041,Hedemora Rail Station,Y
YPY,Fort Chipewyan Municipal,58.76809,-111.11573,Fort Chipewyan,Y
AGH,Angelholm/Helsingborg Angelholm Apt,56.2961,12.84721,Angelholm/Helsingborg,Y
FRG,Republic,40.72933,-73.41434,Farmingdale,Y
KJK,Wevelgem,50.81722,3.20472,Kortrijk,Y
ION,Impfondo,1.61666,18.06666,Impfondo,Y
LUH,Ludhiana,30.85395,75.95347,Ludhiana,Y
OUE,Ouesso,1.61666,16.03333,Ouesso,Y
LKH,Long Akah,3.31182,114.78676,Long Akah,Y
CMJ,Qimei,23.25,119.41666,Qimei,Y
KNH,Shangyi,24.42946,118.36162,Kinmen,Y
WOT,Wang'an,23.41666,119.5,Wang'an,Y
WWP,North Whale SPB,56.11666,-133.12499,Whale Pass,Y
IAA,Igarka,67.43333,86.63333,Igarka,Y
ELY,Yelland Field,39.3,-114.85,Ely,Y
CDZ,Cadiz Rail Station,36.52944,-6.28861,Cadiz Rail Station,Y
HEV,Huelva Rail Station,37.25304,-6.95099,Huelva Rail Station,Y
RNT,Renton Municipal,47.52871,-122.3013,Renton,Y
XYB,Borlange Rail Station,60.48286,15.42628,Borlange Rail Station,Y
UKA,Diani,-4.2964,39.57119,Ukunda,Y
OMK,Omak,48.4,-119.53333,Omak,Y
LGD,Union County,45.31666,-118.03333,La Grande,Y
RBG,Roseburg Regional,43.23333,-123.35,Roseburg,Y
XZP,Pass (Generic) Rail Station,46.80325,-71.25196,Pass (Generic) Rail Station,Y
AEU,Abu Musa Island,25.87547,55.0323,Abu Musa Island,Y
BBB,Benson Municipal,45.33271,-95.65124,Benson,Y
KTD,Kitadaito,25.94467,131.32703,Kitadaito,Y
MMD,Minamidaito,25.847,131.26381,Minamidaito,Y
TRA,Tarama,24.65386,124.67528,Tarama,Y
TWD,Jefferson County Intl,48.11666,-122.76666,Port Townsend,Y
IHR,Iranshahr,27.23611,60.71991,Iranshahr,Y
MQS,Mustique International,12.8882,-61.17903,Mustique,Y
UNI,Union Island,12.61666,-61.43333,Union Island,Y
JEE,Jeremie,18.66666,-74.16666,Jeremie,Y
JUI,Juist,53.6811,7.05583,Juist,Y
WMX,Wamena,-4.09985,138.9535,Wamena,Y
HGO,Korhogo,9.38703,-5.55718,Korhogo,Y
ZLP,Zurich HB Rail Station,47.37773,8.54034,Zurich,Y
ZRH,Zurich Airport,47.46472,8.54916,Zurich,Y
COE,Pappy Boyington Field,47.76666,-116.81666,Coeur D'Alene,Y
TLU,Golfo de Morrosquillo,9.51181,-75.58663,Tolu,Y
KYN,Milton Keynes Central Rail Stn,52.03407,-0.77432,Milton Keynes Central Rail Stn,Y
XNE,Newport Rail Station,51.58881,-3.00046,Newport Rail Station,Y
XPT,Preston Rail Station,53.75537,-2.70716,Preston Rail Station,Y
XQL,Lancaster Rail Station,54.04872,-2.80764,Lancaster Rail Station,Y
XRE,Reading Rail Station,51.45915,-0.97271,Reading Rail Station,Y
XVC,Crewe Rail Station,53.08921,-2.43283,Crewe Rail Station,Y
QRW,Osubi,5.59888,5.82027,Warri,Y
AKH,Prince Sultan Air Base,24.06333,47.58054,Al Kharj,Y
MJI,Mitiga,32.89306,13.28949,Tripoli,Y
SPY,San Pedro,4.74649,-6.6606,San Pedro,Y
INA,Inta,66.05541,60.11012,Inta,Y
XWF,Borlange/Falun C Rail Station,60.60347,15.64195,Borlange/Falun C Rail Station,Y
LTX,Cotapaxi International,-0.90734,-78.61568,Latacunga,Y
BFX,Bafoussam,5.53726,10.35407,Bafoussam,Y
HHR,Hawthorne Municipal,33.92277,-118.33463,Hawthorne,Y
TWT,Tawitawi,5.0449,119.74244,Tawitawi,Y
CYZ,Cauayan,16.92865,121.75519,Cauayan,Y
SMN,Lemhi County,45.18333,-113.91666,Salmon,Y
JAR,Jahrom,28.58655,53.57878,Jahrom,Y
NRR,J. Aponte de la Torre,18.25,-65.63333,Ceiba,Y
KMU,Kisimayu,-0.37699,42.45932,Kisimayu,Y
MGC,Michigan City Municipal,41.7,-86.81666,Michigan City,Y
MVF,Dix Sept Rosado,-5.20055,-37.36354,Mossoro,Y
XDS,Ottawa Rail Station,45.31943,-75.66943,Ottawa,Y
YND,Ottawa Gatineau Airport,45.45963,-75.644,Ottawa,Y
YOW,Ottawa McDonald - Cartier Intl Apt,45.32249,-75.66916,Ottawa,Y
OAL,Capital do Cafe,-11.43305,-61.47769,Cacoal,Y
SUA,Witham,27.18478,-80.21973,Stuart,Y
QLJ,Lucerne Rail Station,47.04931,8.31049,Lucerne Rail Station,Y
QLS,Lausanne Rail Station,46.51703,6.62909,Lausanne Rail Station,Y
HKG,Hong Kong International Apt,22.30888,113.91472,Hong Kong,Y
BST,Bost,31.5602,64.36483,Lashkar Gah,Y
TII,Tereen,32.607,65.86314,Tarin Kot,Y
TNP,Twentynine Palms,34.13333,-116.05,Twentynine Palms,Y
YKN,Chan Gurney Municipal,42.91666,-97.38333,Yankton,Y
ONA,Winona Municipal,44.08333,-91.65,Winona,Y
RME,Griffiss International,43.23242,-75.40562,Rome,Y
SFZ,North Central State,41.92083,-71.49138,Pawtucket,Y
STE,Stevens Point Municipal,44.55,-89.53333,Stevens Point,Y
TRL,Terrell Municipal,32.7108,-96.26711,Terrell,Y
ASS,Arathusa Safari Lodge,-24.7409,31.51826,Arathusa Safari Lodge,Y
CXL,Calexico International,32.66666,-115.51666,Calexico,Y
VCV,S. Calif. Logistics Apt,34.5904,-117.37827,Victorville,Y
DHI,Dhangarhi,28.75454,80.58239,Dhangarhi,Y
BYC,Yacuiba,-21.96089,-63.65178,Yacuiba,Y
YLE,Whati,63.132,-117.24726,Whati,Y
VKO,Moscow Vnukovo International Apt,55.59166,37.26138,Moscow,Y
SVO,Moscow Sheremetyevo International Apt,55.97277,37.41472,Moscow,Y
DME,Moscow Domodedovo Apt,55.40888,37.90638,Moscow,Y
MNZ,Manassas Regional,38.72182,-77.51434,Manassas,Y
GVL,Lee Gilmar,34.26666,-83.83333,Gainesville,Y
SOW,Show Low Regional,34.26666,-110,Show Low,Y
CLV,Nelson R. Guimaraes,-17.72471,-48.61,Caldas Novas,Y
DET,Detroit Coleman A.Yound Muni,42.4,-83,Detroit,Y
DTW,Detroit Metropolitan Wayne County,42.2125,-83.35333,Detroit,Y
YIP,Detroit Willow Run Apt,42.23805,-83.53027,Detroit,Y
PTX,Pitalito,1.8569,-76.08689,Pitalito,Y
ZYA,Amsterdam Central Rail Station,52.37881,4.90044,Amsterdam Central Rail Station,Y
ZYH,Hague Centraal Rail Station,52.08166,4.32916,Hague Centraal Rail Station,Y
XWC,Vienna Hauptbahnhof Rail Station,48.1852,16.3765,Vienna Hauptbahnhof Rail Station,Y
NTQ,Noto,37.29229,136.95862,Wajima,Y
YBI,Black Tickle,53.46946,-55.78637,Black Tickle,Y
YHA,Port Hope Simpson,52.52811,-56.28463,Port Hope Simpson,Y
YHG,Charlottetown,52.76588,-56.11235,Charlottetown,Y
YRG,Rigolet,54.17934,-58.45734,Rigolet,Y
YSO,Postville,54.9098,-59.78589,Postville,Y
MKZ,Malacca,2.26353,102.25167,Malacca,Y
XIK,Milan Centrale Rail Station,45.4858,9.20429,Milan,Y
MXP,Milan Malpensa Apt,45.63,8.72305,Milan,Y
LIN,Milan Linate Apt,45.44944,9.27832,Milan,Y
PMF,Milan Parma Apt,44.82221,10.29527,Milan,Y
BGY,Milan Bergamo/Orio al Serio Apt,45.66888,9.70027,Milan,Y
IMR,Milan Rogoredo Rail Stn,45.43333,9.23833,Milan,Y
GCH,Gachsaran,30.33611,50.82994,Gachsaran,Y
DNV,Vermilion Regional,40.2,-87.58333,Danville,Y
BQU,Bequia,12.98333,-61.25,Bequia,Y
LKY,Lake Manyara,-3.37539,35.81796,Lake Manyara,Y
SEU,Seronera,-2.45705,34.82174,Seronera,Y
TTQ,Tortuguero,10.35119,-83.62949,Tortuguero,Y
CHH,Chachapoyas,-6.2019,-77.85631,Chachapoyas,Y
EWK,City-County,38.05,-97.35,Newton,Y
PIM,Harris County,32.83333,-84.85,Pine Mountain,Y
XZN,Avignon TGV Rail Station,43.92166,4.78583,Avignon,Y
AVN,Avignon Caumont Airport,43.90666,4.90194,Avignon,Y
XPJ,Montpellier St-Roch Rail Stn,43.60472,3.88111,Montpellier,Y
MPL,Montpellier Mediterranee Apt,43.58333,3.96138,Montpellier,Y
XRF,Marseille St Charles Rail Stn,43.30265,5.38077,Marseille,Y
MRS,Marseille Provence Apt,43.43666,5.215,Marseille,Y
STS,Charles M. Schulz,38.51045,-122.81008,Santa Rosa,Y
XZJ,Rail (Generic) Rail Station,35.66666,139.75,Rail (Generic) Rail Station,Y
HZK,Husavik,65.9525,-17.42583,Husavik,Y
VUU,Mvuu Camp,-14.83851,35.30167,Liwonde,Y
ZMY,Huangpu,23.09443,113.43977,Huangpu,Y
JZH,Jiuzhai Huanglong,32.85666,103.68304,Jiuzhaigou,Y
ZBL,Biloela,-24.4,150.5,Biloela,Y
XHJ,Aachen Hbf Rail Station,50.7681,6.09108,Aachen Hbf Rail Station,Y
GNM,Guanambi,-14.21666,-42.78333,Guanambi,Y
TXF,Teixeira de Freitas,-17.52433,-39.66916,Teixeira de Freitas,Y
GSI,Grand Santi,4.28433,-54.37849,Grand Santi,Y
KVX,Pobedilovo,58.50058,49.3421,Kirov,Y
QXB,Aix-en-Provence TGV Rail Station,43.52287,5.44526,Aix-en-Provence TGV Rail Station,Y
CBH,Boudghene B. Ali Lotfi,31.64598,-2.27883,Bechar,Y
TMX,Timimoun,29.23689,0.27668,Timimoun,Y
QDU,Duesseldorf Hbf Rail Station,51.22016,6.793,Duesseldorf,Y
DUS,Duesseldorf International Airport,51.28944,6.76666,Duesseldorf,Y
NRN,Duesseldorf Weeze Airport,51.6025,6.14221,Duesseldorf,Y
JUZ,Quzhou,28.96695,118.89976,Quzhou,Y
FUG,Xiguan,32.88079,115.73355,Fuyang,Y
WME,Mount Keith,-27.28679,120.55369,Mount Keith,Y
HBX,Hubli,15.36163,75.08691,Hubli,Y
XXQ,Budapest Keleti Rail Station,47.50027,19.08388,Budapest Keleti Rail Station,Y
XYG,Prague Main Rail Station,50.08333,14.46666,Prague Main Rail Station,Y
LOO,L'Mekrareg,33.76451,2.92747,Laghouat,Y
TID,Bou Chekif,35.34145,1.46688,Tiaret,Y
NTB,Notodden,59.56608,9.21183,Notodden,Y
CDW,Essex County,40.87516,-74.28067,Caldwell,Y
SYJ,Sirjan,29.55329,55.66922,Sirjan,Y
NAP,Naples Capodichino Apt,40.88444,14.29083,Naples,Y
INP,Naples Central Rail Stn,40.85222,14.27305,Naples,Y
POU,Dutchess County,41.62768,-73.88232,Poughkeepsie,Y
AJY,Manu Dayak Intl,16.96239,7.99011,Agadez,Y
RMQ,Cingcyuangang,24.265,120.62082,Taichung,Y
MZW,Mecheria,33.53568,-0.24237,Mecheria,Y
IAR,Tunoshna,57.55883,40.15765,Yaroslavl,Y
YNP,Natuashish,55.91388,-61.18444,Natuashish,Y
NEU,Sam Neua,20.41855,104.06743,Sam Neua,Y
PCQ,Boun Neua,21.64633,101.89973,Phongsaly,Y
PZI,Bao'angong,26.53999,101.79805,Panzhihua,Y
ZFZ,Buffalo-Depew Rail Station,42.90612,-78.72614,Buffalo-Depew Rail Station,Y
ZRD,Staples Mill Road Rail Station,37.61729,-77.49678,Richmond Rail Station,Y
ZRL,Lancaster Rail Station,40.05361,-76.3075,Lancaster Rail Station,Y
ZTD,Schenectady Rail Station,42.81527,-73.94333,Schenectady Rail Station,Y
ZTE,Rochester NY Rail Station,43.16277,-77.60916,Rochester NY Rail Station,Y
ZUA,Utica Rail Station,43.10388,-75.22443,Utica Rail Station,Y
ZWB,Newport News/Williamsburg Willb. RR Stn,37.2761,-76.70848,Newport News/Williamsburg Willb. RR Stn,Y
ZWW,Newport News/Williamsburg Newp. RR Stn,37.02233,-76.45164,Newport News/Williamsburg Newp. RR Stn,Y
ZYQ,Syracuse NY Rail Station,43.07006,-76.03693,Syracuse NY Rail Station,Y
PKX,Beijing Daxing Intl.,39.50995,116.41087,Beijing,Y
PEK,Beijing Capital Intl Apt,40.07999,116.58444,Beijing,Y
PVG,Shanghai Pudong International Apt,31.14333,121.80527,Shanghai,Y
SHA,Shanghai Hongqiao International Apt,31.19777,121.33638,Shanghai,Y
MYL,McCall Municipal,44.88972,-116.102,McCall,Y
MNC,Nacala,-14.48578,40.71233,Nacala,Y
BDT,Gbadolite,4.25472,20.97193,Gbadolite,Y
IXI,Lilabari,27.2942,94.09613,Lilabari,Y
SHL,Barapani,25.70351,91.97743,Shillong,Y
AEG,Aek Godang,1.3998,99.42991,Aek Godang,Y
GNS,Binaka,1.16672,97.70443,Gunung Sitoli,Y
MFK,Matsu (Beigan),26.22382,120.00264,Matsu (Beigan),Y
LZN,Matsu (Nangan),26.15944,119.95833,Matsu (Nangan),Y
GNI,Lyndao (Green Island),22.6739,121.466,Lyndao (Green Island),Y
KYD,Lanyu (Orchid Island),22.08333,121.5,Lanyu (Orchid Island),Y
BYO,Bonito,-21.24696,-56.45242,Bonito,Y
CLR,Cliff Hatfield Mem.,33.13333,-115.51666,Calipatria,Y
FOA,Foula,60.12218,-2.05354,Foula,Y
CXR,Nha Trang Cam Ranh Airport,11.99805,109.21916,Nha Trang,Y
RCU,Las Higueras,-33.09439,-64.26134,Rio Cuarto,Y
TEQ,Tekirdag,41.13879,27.91943,Tekirdag,Y
SZV,Guangfu,31.2631,120.401,Suzhou,Y
HUZ,Huizhou,23.04862,114.6002,Huizhou,Y
HVS,Hartsville Regional,34.4,-80.11666,Hartsville,Y
QNQ,Nijmegen Rail Station,51.84333,5.8525,Nijmegen Rail Station,Y
VRL,Vila Real,41.27598,-7.72036,Vila Real,Y
ZTJ,Princeton/Rocky Hill Jct Rail Station,40.31635,-74.62458,Princeton/Rocky Hill Jct Rail Station,Y
ADL,Adelaide International,-34.94499,138.53054,Adelaide,Y
ASP,Alice Springs Airport,-23.80666,133.90222,Alice Springs,Y
DRW,Darwin International,-12.41472,130.87666,Darwin,Y
MMZ,Maimanah,35.92561,64.76573,Maimanah,Y
TZN,South Andros,24.69704,-77.79584,South Andros,Y
AJN,Ouani,-12.13102,44.42964,Anjouan,Y
LPK,Lipetsk,52.6374,39.45184,Lipetsk,Y
PVU,Provo Municipal,40.21885,-111.72239,Provo,Y
AIR,Aripuana,-10.19104,-59.4568,Aripuana,Y
SBT,Sabetta,71.25089,72.10157,Sabetta,Y
BPG,Barra do Garcas,-15.86246,-52.39019,Barra do Garcas,Y
CFO,Confresa,-10.63333,-51.56666,Confresa,Y
JIA,Juina,-11.4197,-58.71,Juina,Y
SXO,Sao Felix do Araguaia,-11.63245,-50.68885,Sao Felix do Araguaia,Y
TGQ,Tangara da Serra,-14.65888,-57.44444,Tangara da Serra,Y
BXG,Bendigo,-36.73471,144.3186,Bendigo,Y
BJW,Soa,-8.70759,121.05769,Bajawa,Y
BXB,Babo,-2.53499,133.43881,Irarutu,Y
DOB,Rar Gwamar,-5.77258,134.21107,Dobo,Y
EWE,Ewer,-5.48333,138.06666,Ewer,Y
GLX,Gamarmalamo,1.83751,127.78571,Galela,Y
KAZ,Kaubang,1.18461,127.89604,Kau,Y
LAH,Oesman Sadik,-0.63453,127.50399,Labuha,Y
LKA,Gewayantana,-8.27415,123.00039,Larantuka,Y
LWE,Wunopito,-8.36193,123.43845,Lewoleba,Y
MNA,Melangguane,4.00654,126.67338,Melangguane,Y
OKL,Gunung Bintang,-4.9082,140.63049,Oksibil,Y
OTI,Pitu,2.05,128.31666,Morotai Island,Y
RTG,Frans Sales Lega,-8.59609,120.47798,Ruteng,Y
RTI,David C. Saudale,-10.76686,123.07505,Roti,Y
SXK,Olilit,-7.988,131.3049,Saumlaki,Y
TLI,Lalos,1.12356,120.7932,Tolitoli,Y
TMH,Tanahmerah,-6.09726,140.30303,Tanahmerah,Y
UOL,Pogogul,1.10472,121.41527,Buol,Y
ZRI,S. Condronegoro,-1.87396,136.2395,Serui,Y
LCX,Guanzhishan,25.67554,116.74555,Longyan,Y
GYD,Baku Heydar Aliyev International Apt,40.46749,50.04666,Baku,Y
QWU,Wuerzburg Rail Station,49.78839,9.93628,Wuerzburg Rail Station,Y
BUW,Betoambari,-5.48734,122.5687,Baubau,Y
LRU,Las Cruces International,32.3,-106.93333,Las Cruces,Y
RVT,Ravensthorpe,-33.79696,120.21025,Ravensthorpe,Y
SAE,Saatut Heliport,70.80861,-51.62666,Saatut,Y
BPT,Beaumont/Port Arthur J. Brooks Regional,29.95083,-94.02082,Beaumont/Port Arthur,Y
BMT,Beaumont/Port Arthur Municipal Apt,30.0706,-94.21565,Beaumont/Port Arthur,Y
LAX,Los Angeles International Apt,33.94249,-118.40805,Los Angeles,Y
ONT,Ontario International Apt,34.05611,-117.60111,Los Angeles,Y
VNY,Los Angeles Van Nuys Apt,34.20592,-118.49004,Los Angeles,Y
LED,St Petersburg Pulkovo Apt,59.80027,30.2625,St Petersburg,Y
LEX,Lexington Blue Grass Apt,38.03638,-84.60583,Lexington,Y
XHN,Liege Guillemins Rail Station,50.62434,5.56645,Liege,Y
LGG,Liege Apt,50.6375,5.44333,Liege,Y
MGM,Montgomery Regional-Dannelly Fld,32.30055,-86.39388,Montgomery,Y
JCI,Kansas City New Century Aircenter Apt,38.84796,-94.73762,Kansas City,Y
MCI,Kansas City International Apt,39.29749,-94.71388,Kansas City,Y
MKC,Kansas City C B Wheeler Downtown Apt,39.12252,-94.5932,Kansas City,Y
OJC,Kansas City Johnson Co Executive Apt,38.85,-94.73333,Kansas City,Y
PWA,Oklahoma City Wiley Post Apt,35.53485,-97.64552,Oklahoma City,Y
OKC,Oklahoma City Will Rogers Apt,35.39305,-97.60083,Oklahoma City,Y
SSF,San Antonio Stinson Apt,29.53304,-98.46666,San Antonio,Y
SAT,San Antonio International Apt,29.5336,-98.46971,San Antonio,Y
LOU,Louisville Bowman Field Airport,38.17718,-85.73741,Louisville,Y
SDF,Louisville Intl-Standiford Field,38.17443,-85.7361,Louisville,Y
SDQ,Santo Domingo Las Americas Intl,18.42971,-69.66888,Santo Domingo,Y
JBQ,Santo Domingo Dr. J Balaguer,18.57221,-69.98555,Santo Domingo,Y
SPS,Wichita Falls Municipal/Sheppard AFB,33.98888,-98.49194,Wichita Falls,Y
VVI,Santa Cruz Viru Viru International Apt,-17.64471,-63.13527,Santa Cruz,Y
SUN,Sun Valley Friedman Memorial Apt,43.50545,-114.29712,Hailey/Sun Valley,Y
HKY,Hickory Regional,35.73333,-81.38333,Hickory,Y
TSM,Taos Regional,36.46666,-105.66666,Taos,Y
XJD,"Al Udeid, Air Base",25.11583,51.31527,Al Udeid,Y
MEB,Melbourne Essendon Apt,-37.73333,144.9,Melbourne,Y
AVV,Melbourne Avalon Airport,-38.03944,144.46943,Melbourne,Y
MEL,Melbourne Airport,-37.67332,144.84333,Melbourne,Y
AGM,Angmagssalik,65.61228,-37.61834,Tasiilaq,Y
HUU,Huanuco,-9.87976,-76.20695,Huanuco,Y
NKM,Nagoya Komaki Airport,35.255,136.92443,Nagoya,Y
NGO,Nagoya Chubu Centrair International Apt,34.85833,136.80527,Nagoya,Y
ZYK,Shenzhen Shekou Ferry Port,22.47759,113.91336,Shenzhen Shekou Ferry Port,Y
YCU,Guangong,35.11638,111.0336,Yuncheng,Y
VCL,Chulai,15.40745,108.70712,Tamky,Y
UKX,Ust-Kut,56.85706,105.73144,Ust-Kut,Y
TDK,Taldykorgan,45.12269,78.44277,Taldykorgan,Y
GYY,Chicago Gary International,41.61628,-87.41278,Chicago,Y
RFD,Chicago/Rockford International,42.19782,-89.09902,Chicago,Y
ORD,Chicago O'Hare International Apt,41.9786,-87.90472,Chicago,Y
MDW,Chicago Midway Intl,41.7861,-87.7525,Chicago,Y
DPA,Chicago Dupage,41.90674,-88.25411,Chicago,Y
PWK,Chicago Executive,42.11418,-87.90235,Chicago,Y
ZDH,Basel/Mulhouse SBB Rail Station,47.54757,7.58966,Basel/Mulhouse,Y
MLH,Mulhouse,47.60083,7.52916,Basel/Mulhouse,Y
ZBA,Basel Bad Rail Station,47.56762,7.60808,Basel/Mulhouse,Y
BSL,Basel,47.60087,7.52155,Basel/Mulhouse,Y
NZH,Xijiao,49.56655,117.33042,Manzhouli,Y
UND,Kunduz,36.66501,68.91043,Kunduz,Y
ZAJ,Zaranj,30.97125,61.86618,Zaranj,Y
DRB,Derby Airport,-17.37194,123.66227,Derby,Y
BNH,Boston Harbour SPB,42.35985,-71.02773,Boston,Y
PSM,Portsmouth Pease International Airport,43.07804,-70.82332,Boston,Y
BOS,Boston Edward L Logan Intl Apt,42.36444,-71.00527,Boston,Y
ZTY,Boston BKbay Rail Station,42.34749,-71.07693,Boston,Y
ZRU,Boston RT128 Rail Station,42.23685,-71.13271,Boston,Y
ZTO,Boston South Rail Station,42.35183,-71.05582,Boston,Y
