PORT_IATA,PORT_NAME,LAT_DEC,LONG_DEC,CITY_NAME,ACTIVE
MMU,Morristown Municipal,40.79775,-74.41507,Morristown,Y
MNB,Muanda,-5.93333,12.35,Muanda,Y
MNM,Menominee-Marinette,45.28333,-87.63333,Menominee,Y
MNN,Marion Municipal,40.61666,-83.06666,Marion,Y
MNO,Manono,-7.28901,27.39384,Manono,Y
MOP,Mount Pleasant Municipal,43.61666,-84.73333,Mount Pleasant,Y
MPA,Mpacha,-17.63333,24.18333,Katima Mulilo,Y
MPN,Mount Pleasant,-51.82276,-58.44549,Mount Pleasant,Y
MPV,Edward F Knapp State,44.19956,-72.5625,Barre/Montpelier,Y
MQB,Macomb Municipal,40.45,-90.61666,Macomb,Y
MQN,Rossvoll,66.36666,14.3,Mo I Rana,Y
MQQ,Moundou,8.62637,16.07241,Moundou,Y
MRC,Maury County,35.6,-87.03333,Columbia/Mt Pleasant,Y
MRE,Mara Serena,-1.40433,35.00924,Masai Mara,Y
MRF,Marfa Municipal,30.3711,-104.018,Marfa,Y
MRK,Marco Island,25.93333,-81.71666,Marco Island,Y
MSV,Sullivan County International,41.61666,-74.7,Monticello,Y
MTJ,Montrose Regional,38.50523,-107.89406,Montrose,Y
MTM,Metlakatla Seaplane Base,55.13333,-131.58333,Metlakatla,Y
MTO,Coles County Memorial,39.48333,-88.28333,Mattoon/Charleston,Y
MTP,Montauk,41.07693,-71.92004,Montauk,Y
MTW,Manitowoc County,44.12892,-87.68263,Manitowoc,Y
MVL,Morrisville/Stowe State,44.53476,-72.61394,Morrisville/Stowe,Y
MVN,Mount Vernon,38.31666,-88.86666,Mount Vernon,Y
MVY,Martha's Vineyard,41.39325,-70.61246,Martha's Vineyard,Y
MWA,Williamson County Regional,37.75131,-89.01649,Marion,Y
MWO,Regional (Hook Field),39.5,-84.38333,Middletown,Y
MXY,McCarthy Municipal,61.41666,-142.91666,McCarthy,Y
MZK,Marakei,2.0586,173.27167,Marakei,Y
NDK,Namorik Island,5.63282,168.12424,Namdrik Island,Y
NGL,Ngala,-24.3907,31.32759,Ngala,Y
NHZ,Brunswick Executive,43.89338,-69.93765,Brunswick,Y
NIO,Nioki,-2.71666,17.68333,Nioki,Y
NME,Nightmute,60.4722,-164.69914,Nightmute,Y
NOD,Norddeich,53.63305,7.18944,Norden,Y
NPT,Newport State,41.60075,-71.41537,Newport,Y
NTX,Ranai,3.90585,108.3877,Natuna,Y
NUP,Nunapitchuk,60.904,-162.44143,Nunapitchuk,Y
AKK,Akhiok,56.93848,-154.18383,Akhiok,Y
BUL,Bulolo,-7.21613,146.64974,Bulolo,Y
BVO,Bartlesville Municipal,36.76666,-96,Bartlesville,Y
BWD,Brownwood Regional,31.8,-98.95,Brownwood,Y
BWG,Warren County Regional,36.96735,-86.41906,Bowling Green,Y
BXA,George R. Carr Mem.,30.78333,-89.86666,Bogalusa,Y
BYK,Bouake,7.73692,-5.07108,Bouake,Y
BZA,San Pedro,14.02985,-84.62424,Bonanza,Y
MRB,Eastern W.V. Regional,39.40261,-77.98278,Martinsburg,Y
NCO,Quonset State,41.59722,-71.41222,North Kingstown,Y
CAD,Wexford County,44.27582,-85.42221,Cadillac,Y
CAR,Caribou Municipal,46.86666,-68.01666,Caribou,Y
CBE,Greater Cumberland Regional,39.6,-78.76666,Cumberland,Y
CBF,Council Bluffs Municipal,41.26666,-95.86666,Council Bluffs,Y
CCR,Buchanan Field,37.99175,-122.05582,Concord,Y
CCY,Northeast Iowa Rgnl,43.06666,-92.66666,Charles City,Y
CDH,Harrell Field,33.61666,-92.76666,Camden,Y
CDN,Woodward Field,34.26666,-80.6,Camden,Y
CDR,Chadron Municipal,42.835,-103.09835,Chadron,Y
CEU,Oconee County Regional,34.66666,-82.88333,Clemson,Y
CEY,Calloway County,36.66666,-88.36666,Murray,Y
CEZ,Cortez Municipal,37.30287,-108.62839,Cortez,Y
CFD,Coulter Field,30.68333,-96.4,Bryan,Y
CGA,Craig Seaplane Base,55.48333,-133.15,Craig,Y
CGZ,Casa Grande Municipal,32.88333,-111.75,Casa Grande,Y
CIC,Chico Municipal,39.7961,-121.85811,Chico,Y
TVF,Thief River Falls Regional,48.06666,-96.18333,Thief River Falls,Y
TVL,Lake Tahoe,38.89448,-119.99516,South Lake Tahoe,Y
TVU,Matei,-16.69057,-179.87744,Taveuni Island,Y
TWA,Twin Hills,59.0738,-160.27555,Twin Hills,Y
UKI,Ukiah Municipal,39.12666,-123.2,Ukiah,Y
UOX,University-Oxford,34.38333,-89.53333,University,Y
UPP,Upolu,20.26666,-155.85,Hawi,Y
XHK,Valence TGV Rail Station,44.99166,4.97861,Valence,Y
VEL,Vernal Regional,40.4432,-109.51063,Vernal,Y
VHN,Culberson County,31.05975,-104.78488,Van Horn,Y
VIH,Rolla National,38.13032,-91.7693,Rolla/Vichy,Y
VIS,Visalia Municipal,36.32085,-119.3957,Visalia,Y
VLE,Valle,35.65,-112.2,Grand Canyon,Y
VPZ,Porter County Municipal,41.45,-86.98333,Valparaiso,Y
VRB,Vero Beach Municipal,27.65554,-80.41782,Vero Beach,Y
VYS,Illinois Valley Regional,41.3525,-89.14971,Peru,Y
WDR,Barrow County,33.98333,-83.66666,Winder,Y
WGO,Winchester Regional,39.1431,-78.14392,Winchester,Y
WJA,Woja Island,7.451,168.55023,Woja Island,Y
WLD,Strother Field,37.16666,-97.05,Winfield/Arkansas City,Y
WLW,Glenn County,39.51666,-122.21666,Willows,Y
WNA,Napakiak,60.69314,-161.97898,Napakiak,Y
SFO,San Francisco International Apt,37.61888,-122.39166,San Francisco,Y
WSG,Washington County,40.13647,-80.28961,Washington,Y
WST,Westerly State,41.35037,-71.8021,Westerly,Y
WTL,Tuntutuliak,60.35032,-162.65529,Tuntutuliak,Y
WVL,Robert LaFleur,44.5359,-69.67346,Waterville,Y
WWD,Cape May County,39.45898,-74.57852,Wildwood,Y
XBE,Bearskin Lake,53.96457,-91.03098,Bearskin Lake,Y
XPL,Enrique Soto Cano,14.46888,-87.61721,Comayagua,Y
YHN,Hornepayne Municipal,49.19275,-84.75998,Hornepayne,Y
YIF,Pakuashipi,51.20973,-58.65739,Pakuashipi,Y
YKU,Chisasibi,53.80554,-78.91669,Chisasibi,Y
YPA,Glass Field,53.21805,-105.67329,Prince Albert,Y
YPN,Port Menier,49.83632,-64.28942,Port Menier,Y
YSF,Stony Rapids,59.25,-105.83333,Stony Rapids,Y
YVB,Bonaventure,48.07063,-65.45886,Bonaventure,Y
YVC,Barber Field,55.08333,-105.33333,La Ronge,Y
YXH,Medicine Hat,50.01716,-110.72297,Medicine Hat,Y
FRM,Fairmont Municipal,43.65,-94.41666,Fairmont,Y
JVI,Central Jersey Regional,40.52507,-74.59704,Manville,Y
JVL,Southern Wisconsin Regional,42.61666,-89.03333,Janesville,Y
JXN,Jackson County,42.25926,-84.46164,Jackson,Y
TVI,Thomasville Regional,30.90258,-83.88036,Thomasville,Y
ZGS,La Romaine,50.25958,-60.67453,La Romaine,Y
ZND,Zinder,13.77885,8.98361,Zinder,Y
ZWL,Wollaston Lake,58.10709,-103.17266,Wollaston Lake,Y
IRI,Iringa,-7.66987,35.75182,Iringa,Y
QJZ,Nantes Rail Station,47.21756,-1.54193,Nantes,Y
NTE,Nantes Atlantique Airport,47.15694,-1.60777,Nantes,Y
KCC,Coffman Seaplane Base,56.01229,-132.83382,Coffman Cove,Y
KEK,Ekwok Municipal,59.3531,-157.47638,Ekwok,Y
HMB,Sohag International,26.34277,31.74277,Sohag,Y
KIC,Mesa Del Rey,36.22788,-121.12059,King City,Y
KIF,Kingfisher Lake,53.01237,-89.85564,Kingfisher Lake,Y
KIO,Kili Island,5.64374,169.12436,Kili Island,Y
KKI,Akiachak,60.90519,-161.42372,Akiachak,Y
RAB,Tokua,-4.33979,152.37703,Rabaul,Y
KKW,Kikwit,-5.03577,18.7856,Kikwit,Y
KKX,Kikai,28.3215,129.92646,Kikai,Y
KLB,Kalabo,-14.9988,22.64818,Kalabo,Y
KLN,Larsen Bay,57.53441,-153.97776,Larsen Bay,Y
KLS,SW Washington Regional,46.15,-122.9,Kelso,Y
KMN,Kamina-Ville,-8.6411,25.25,Kamina,Y
KOZ,Ouzinkie,57.92528,-152.49646,Ouzinkie,Y
SNA,John Wayne Apt,33.67554,-117.86832,Santa Ana,Y
KPN,Kipnuk,59.93518,-164.03183,Kipnuk,Y
KRW,Turkmenbashi,40.06076,53.00799,Turkmenbashi,Y
KTE,Kerteh,4.54073,103.42565,Kerteh,Y
KTS,Brevig Mission,65.33197,-166.46741,Brevig Mission,Y
KUK,Kasigluk,60.8737,-162.52397,Kasigluk,Y
KUM,Yakushima,30.38533,130.65919,Yakushima,Y
KWF,Waterfall Seaplane Base,55.29508,-133.24445,Waterfall,Y
KYU,Koyukuk,64.87614,-157.72437,Koyukuk,Y
LAA,Lamar Municipal,38.06666,-102.68333,Lamar,Y
LAL,Linder Regional,28.08333,-81.95,Lakeland,Y
PBZ,Plettenberg Bay,-34.08795,23.32658,Plettenberg Bay,Y
PCT,Princeton,40.39916,-74.65888,Princeton/Rocky Hill,Y
PDT,Eastern Oregon Rgnl,45.69526,-118.83693,Pendleton,Y
PGA,Page Municipal,36.92393,-111.44768,Page,Y
PGD,Punta Gorda,26.91754,-81.99517,Punta Gorda,Y
PGK,Depati Amir,-2.16357,106.13908,Pangkalpinang,Y
PGO,Stevens Field,37.26666,-107.05,Pagosa Springs,Y
PGV,Pitt-Greenville,35.63563,-77.38416,Greenville,Y
PHK,Palm Beach County Glades,26.81666,-80.65,Pahokee,Y
PHN,Saint Clair County,42.9,-82.53333,Port Huron,Y
PKA,Napaskiak,60.70639,-161.77357,Napaskiak,Y
PNC,Ponca City Regional,36.73333,-97.1,Ponca City,Y
POC,Brackett Field,34.09136,-117.78221,La Verne,Y
POF,Poplar Bluff Municipal,36.75,-90.5,Poplar Bluff,Y
POH,Pocahontas Municipal,42.75,-94.65,Pocahontas,Y
PPM,Pompano Beach Airpark,26.23333,-80.12777,Pompano Beach,Y
PPQ,Paraparaumu,-40.90106,174.98794,Paraparaumu,Y
PRB,Paso Robles Municipal,35.66666,-120.63333,Paso Robles,Y
PRO,Perry Municipal,41.83333,-94.1,Perry,Y
PRS,Parasi,-9.64182,161.42579,Parasi,Y
PSC,Tri-Cities,46.26666,-119.11666,Pasco,Y
PSF,Pittsfield Municipal,42.42737,-73.29216,Pittsfield,Y
PSJ,Kasinguncu,-1.41826,120.65652,Poso,Y
PSK,New River Valley,37.11666,-80.68333,Pulaski,Y
PTN,Harry P. Williams Mem.,29.75,-91.30833,Patterson,Y
PTW,Heritage Field,40.26032,-75.67145,Pottstown,Y
PUC,Carbon County Regional,39.60277,-110.75,Price,Y
PUW,Pullman/Moscow Regional,46.74353,-117.11091,Pullman/Moscow,Y
PVC,Provincetown Municipal,42.07252,-70.22027,Provincetown,Y
PWT,Bremerton National,47.48333,-122.75,Bremerton,Y
PZL,Zulu Inyala Airfield,-27.8497,32.30991,Phinda Game Reserve,Y
RAC,John H. Batten,42.75777,-87.82082,Racine,Y
RAQ,Sugimanuru,-4.85,122.71666,Muna,Y
RBL,Red Bluff Municipal,40.15,-122.25,Red Bluff,Y
RDG,Reading Regional,40.37901,-75.96666,Reading,Y
RIF,Richfield Municipal,38.75,-112.1,Richfield,Y
RIL,Garfield County Rgnl,39.52447,-107.72503,Rifle,Y
RIW,Riverton Regional,43.06533,-108.45982,Riverton,Y
RJB,Rajbiraj,26.50979,86.73449,Rajbiraj,Y
RKD,Knox County,44.05938,-69.09965,Rockland,Y
RCC,Reggio di Calabria Central Rail Station,38.10388,15.63555,Reggio di Calabria Central Rail Station,Y
RLD,Richland,46.30631,-119.3039,Richland,Y
RMG,Richard B Russel Regional,34.35,-85.16666,Rome,Y
RNC,Warren County Memorial,35.7,-85.83333,McMinnville,Y
RSH,Russian Mission,61.77809,-161.31951,Russian Mission,Y
RWI,Wilson Regional,35.76666,-77.96666,Rocky Mount,Y
SAA,Shively Field,41.45,-106.8,Saratoga,Y
SAF,Santa Fe Municipal,35.61666,-106.08333,Santa Fe,Y
SBM,Sheboygan County Memorial,43.76222,-87.85083,Sheboygan,Y
SCE,University Park,40.85047,-77.84705,State College,Y
SDY,Richland Municipal,47.70478,-104.19632,Sidney,Y
SEG,Penn Valley,40.82111,-76.86416,Selinsgrove,Y
SEP,Clark Field Regional,32.21666,-98.18333,Stephenville,Y
SHD,Shenandoah Valley Regional,38.26183,-78.89843,Staunton/Waynesborough,Y
SHS,Shashi,30.30186,112.44875,Jingzhou,Y
SHX,Shageluk,62.69235,-159.5689,Shageluk,Y
QXG,Angers Rail Station,47.46464,-0.55686,Angers,Y
ZLN,Le Mans Rail Station,47.99578,0.19176,Le Mans,Y
XOP,Poitiers Rail Station,46.58222,0.33305,Poitiers,Y
PIS,Poitiers Biard Airport,46.58749,0.30666,Poitiers,Y
CKN,Crookston Municipal,47.85,-96.61666,Crookston,Y
CKV,Montgomery County Regional,36.61666,-87.41666,Clarksville,Y
SIK,Sikeston Memorial Municipal,36.88333,-89.56666,Sikeston,Y
SIR,Sion,46.2224,7.33987,Sion,Y
SIU,Siuna,13.72886,-84.77741,Siuna,Y
SKK,Shaktoolik Municipal,64.36087,-161.20245,Shaktoolik,Y
SKW,Skwentna,61.96448,-151.18789,Skwentna,Y
SME,Lake Cumberland Regional,37.05417,-84.61495,Somerset,Y
SMK,Saint Michael,63.48084,-162.03074,St Michael,Y
SNB,Snake Bay,-11.33333,130.75,Milikapiti,Y
SNS,Salinas Municipal,36.66543,-121.60763,Salinas,Y
SNY,Sidney Municipal,41.1,-102.98333,Sidney,Y
SOO,Soderhamn,61.26666,17.1,Soderhamn,Y
SPF,Black Hills,44.48333,-103.85,Spearfish,Y
SPW,Spencer Municipal,43.16666,-95.18333,Spencer,Y
SQI,Whiteside County,41.74023,-89.68088,Sterling/Rock Falls,Y
SRH,Sarh,9.14608,18.3758,Sarh,Y
STJ,Rosecrans Field,39.76666,-94.91666,St Joseph,Y
STK,Sterling Municipal,40.61666,-103.26666,Sterling,Y
SUE,Door County Cherryland,44.83333,-87.41666,Sturgeon Bay,Y
SUW,Bong,46.68333,-92.09499,Superior,Y
SVC,Grant County,32.63239,-108.15628,Silver City,Y
SVH,Statesville Regional,35.76468,-80.95278,Statesville,Y
SVS,Stevens Village,66.01603,-149.06086,Stevens Village,Y
SXP,Sheldons Point,62.52145,-164.84663,Nunam Iqua,Y
SZK,Skukuza,-24.96444,31.59032,Skukuza,Y
SZS,Stewart Island,-46.8997,168.101,Stewart Island,Y
TBF,Tabiteuea North,-1.22451,174.77631,Tabiteuea North,Y
TBI,New Bight,24.31536,-75.45343,The Bight,Y
TBR,Bulloch County,32.48333,-81.75,Statesboro,Y
TEX,Telluride Municipal,37.95265,-107.90245,Telluride,Y
TFF,Tefe,-3.38316,-64.72398,Tefe,Y
TFI,Tufi,-9.07628,149.31986,Tufi,Y
TGT,Tanga,-5.09226,39.0715,Tanga,Y
TIX,Space Coast Regional,28.51666,-80.8,Titusville,Y
TJH,Tajima,35.51325,134.787,Toyooka,Y
TKE,Tanakee SPB,57.77944,-135.21722,Tenakee,Y
TLN,Le Palyvestre,43.09722,6.14611,Toulon/Hyeres,Y
HAY,Hacaritama,8.24639,-73.58029,Aguachica,Y
TLT,Tuluksak,61.09752,-160.96802,Tuluksak,Y
TNJ,Raja Haji Fisabilillah,0.92374,104.5329,Tanjung Pinang,Y
TNK,Tununak,60.57543,-165.27084,Tununak,Y
TOR,Torrington Municipal,42.05,-104.16666,Torrington,Y
TPL,Draughon-Miller,31.15,-97.4,Temple,Y
CLM,W. R. Fairchild International,48.11729,-123.4957,Port Angeles,Y
CNH,Claremont Municipal,43.36666,-72.36666,Claremont,Y
CNU,Martin Johnson,37.68333,-95.45,Chanute,Y
CNY,Canyon Land Field,38.76074,-109.74742,Moab,Y
COA,Columbia,38.03333,-120.41666,Columbia,Y
COD,Yellowstone Regional,44.5177,-109.02586,Cody,Y
NQZ,Nursultan Nazarbayev,51.02303,71.46694,Nur-Sultan,Y
CSQ,Creston Municipal,41.06666,-94.36666,Creston,Y
CSV,Memorial-Whitson Field,35.95,-85.08333,Crossville,Y
CTH,Chester County,39.96666,-75.81666,Coatesville,Y
ULH,Majeed Bin Abdulaziz,26.48972,38.10527,Al Ula,Y
JHW,Chautauqua County,42.15203,-79.25935,Jamestown,Y
JOS,Yakubu Gowon,9.63946,8.86997,Jos,Y
JOT,Joliet Regional,41.53333,-88.08333,Joliet,Y
TSH,Tshikapa,-6.44152,20.79613,Tshikapa,Y
TSP,Tehachapi Municipal,35.13529,-118.43982,Tehachapi,Y
FRY,Eastern Slopes Regional,43.99083,-70.9475,Fryeburg,Y
FST,Pecos County,30.91666,-102.91666,Fort Stockton,Y
FUL,Fullerton Municipal,33.8721,-117.97946,Fullerton,Y
FXY,Forest City Municipal,43.26666,-93.65,Forest City,Y
GAD,Northeast Alabama Regional,33.96666,-86.08333,Gadsden,Y
GAI,Montgomery Co Airpark,39.16833,-77.166,Gaithersburg,Y
GAS,Gassim,-0.46351,39.6483,Garissa,Y
GBD,Great Bend Municipal,38.35,-98.86666,Great Bend,Y
GBG,Galesburg Municipal,40.93333,-90.43333,Galesburg,Y
GBZ,Claris,-36.16666,175.33333,Great Barrier Island,Y
GCC,Campbell County,44.34748,-105.5414,Gillette,Y
GDV,Hilger Field,47.14039,-104.80928,Glendive,Y
GED,Sussex County,38.68333,-75.36666,Georgetown,Y
GFL,Floyd Bennett Memorial,43.33867,-73.60878,Glens Falls,Y
GIF,Winter Haven's Gilbert,28.06666,-81.75,Winter Haven,Y
GJT,Grand Junction Regional,39.12319,-108.52567,Grand Junction,Y
GLE,Gainesville Municipal,33.61666,-97.11666,Gainesville,Y
GLH,Mid-Delta,33.47721,-90.98499,Greenville,Y
GLR,Regional,45.01666,-84.7,Gaylord,Y
GLS,Scholes Intl,29.26666,-94.86666,Galveston,Y
GNU,Goodnews Bay,59.11757,-161.57587,Goodnews Bay,Y
GOB,Robe,7.11883,40.04496,Goba,Y
GON,Groton/New London,41.32966,-72.04383,Groton/New London,Y
VNZ,Vicenza Rail Station,45.54108,11.53847,Vicenza Rail Station,Y
GOZ,Gorna Oryahovitsa,43.15138,25.71277,Gorna Oryahovitsa,Y
GPZ,Itasca County,47.20841,-93.51087,Grand Rapids,Y
GQQ,Galion Municipal,40.73333,-82.8,Galion,Y
GRD,Greenwood County,34.25,-82.15,Greenwood,Y
GRE,Greenville,38.88333,-89.41666,Greenville,Y
GUC,Gunnison-Crested Butte,38.53538,-106.93294,Gunnison,Y
GUF,Jack Edwards,30.16666,-87.58333,Gulf Shores,Y
GUR,Gurney,-10.31123,150.33903,Alotau,Y
ULK,Lensk,60.72258,114.82173,Lensk,Y
CLI,Clintonville Municipal,44.61666,-88.76666,Clintonville,Y
GVT,Majors,33.13333,-96.11666,Greenville,Y
GWO,Greenwood Leflore,33.5,-90.2,Greenwood,Y
GXY,Weld County Municipal,40.33333,-104.61666,Greeley,Y
GYR,Phoenix Goodyear,33.42287,-112.37394,Goodyear,Y
HCC,Columbia County,42.29444,-73.71111,Hudson,Y
HCQ,Halls Creek,-18.23333,127.66666,Halls Creek,Y
HDE,Brewster Field,40.43333,-99.36666,Holdrege,Y
HEZ,Adams County,31.61666,-91.3,Natchez,Y
HHH,Hilton Head,32.22214,-80.69871,Hilton Head Island,Y
HIO,Hillsboro,45.53804,-122.9473,Portland,Y
HIS,Hayman Island Heliport,-20.05993,148.88339,Hayman Island,Y
HLM,Park Township,42.78333,-86.11666,Holland,Y
HMT,Ryan,33.75,-116.96666,Hemet,Y
HPT,Hampton Municipal,42.75,-93.2,Hampton,Y
HPY,Humphrey,29.73333,-94.96666,Baytown,Y
HQM,Bowerman,46.96666,-123.93333,Hoquiam/Aberdeen,Y
HSI,Hastings Municipal,40.6,-98.43333,Hastings,Y
HSP,Ingalls Field,37.95203,-79.83288,Hot Springs,Y
HTO,East Hampton,40.95897,-72.25095,East Hampton,Y
HUL,Houlton International,46.13333,-67.8,Houlton,Y
HUM,Terrebonne,29.58333,-90.66666,Houma,Y
HUS,Hughes,66.04298,-154.26097,Hughes,Y
HUT,Hutchinson Municipal,38.06666,-97.86666,Hutchinson,Y
HVR,City-County,48.54409,-109.75894,Havre,Y
HYR,Sawyer County,46.03333,-91.45,Hayward,Y
HYS,Hays Regional,38.85013,-99.27555,Hays,Y
HZL,Hazleton Regional,40.98333,-76,Hazleton,Y
ICL,Schenck Field,40.73333,-95.03333,Clarinda,Y
IDG,Ida Grove Municipal,42.35,-95.46666,Ida Grove,Y
IFN,Shahid Beheshti Intl,32.75154,51.86971,Esfahan,Y
IFP,Laughlin/Bullhead International,35.16189,-114.55984,Bullhead City,Y
IGM,Kingman Municipal,35.25665,-113.942,Kingman,Y
IIA,Inishmaan,53.09194,-9.57,Inishmaan,Y
IJX,Jacksonville Municipal,39.76666,-90.23333,Jacksonville,Y
IKI,Iki,33.75,129.78333,Iki,Y
IKK,Greater Kankakee,41.06666,-87.85,Kankakee,Y
IMT,Ford,45.81666,-88.11666,Iron Mountain/Kingsfd.,Y
INT,Smith Reynolds,36.13738,-80.22526,Winston-Salem,Y
INW,Lindbergh Regional,35.01666,-110.73333,Winslow,Y
IOR,Kilronan,53.10694,-9.65388,Inishmore,Y
OCM,Boolgeeda,-22.54,117.275,Boolgeeda,Y
IRS,Kirsch Municipal,41.8,-85.41666,Sturgis,Y
ISN,Sloulin Field,48.17904,-103.64321,Williston,Y
ISO,Kinston Regional Jetport,35.33333,-77.61666,Kinston,Y
ISW,South Wood County,44.3609,-89.83804,Wisconsin Rapids,Y
IWD,Gogebic-Iron County,46.52754,-90.13264,Ironwood,Y
IXK,Keshod,21.31666,70.26666,Keshod,Y
IYK,Inyokern,35.6546,-117.82869,Inyokern,Y
YIE,Yiershi,47.31,119.99416,Aershan,Y
OBU,Kobuk,66.91247,-156.89825,Kobuk,Y
OCF,Intl (Jim Taylor Fld),29.16891,-82.22301,Ocala,Y
SBP,San Luis County Rgnl,35.23717,-120.64064,San Luis Obispo,Y
OFK,Norfolk Regional,41.98333,-97.43333,Norfolk,Y
JEF,Jefferson City Memorial,38.6,-92.15,Jefferson City,Y
OGB,Orangeburg Municipal,33.45,-80.85,Orangeburg,Y
OGS,Ogdensburg International,44.68183,-75.46559,Ogdensburg,Y
OIR,Okushiri,42.07166,139.43279,Okushiri,Y
OLE,Cattaraugus County,42.24108,-78.37089,Olean,Y
OLF,L. M. Clayton,48.09468,-105.57576,Wolf Point,Y
OLM,Olympia Regional,46.96738,-122.90508,Olympia,Y
OLS,Nogales International,31.41804,-110.84733,Nogales,Y
OLU,Columbus Municipal,41.45,-97.33333,Columbus,Y
ONH,Oneonta Municipal,42.45,-75.11666,Oneonta,Y
ONL,O'Neill Municipal,42.46894,-98.68686,O'Neill,Y
ONO,Ontario Municipal,44.01666,-117.01666,Ontario,Y
ONS,Onslow,-21.66882,115.11231,Onslow,Y
ORI,Port Lions,57.88429,-152.85296,Port Lions,Y
ORV,R. (Bob) Curtis Mem.,66.81684,-161.02912,Noorvik,Y
OSH,Wittman Regional,43.98333,-88.55,Oshkosh,Y
OST,Oostende/Brugge,51.19972,2.87508,Oostende/Brugge,Y
OTG,Worthington Municipal,43.65,-95.58333,Worthington,Y
OTM,Ottumwa Regional,41.1,-92.45,Ottumwa,Y
OUN,Max Westheimer,35.15833,-97.46666,Norman,Y
OWD,Norwood Memorial,42.19166,-71.17603,Norwood,Y
OXC,Waterbury-Oxford,41.47861,-73.13527,Oxford,Y
OXD,Miami University,39.5,-84.73333,Oxford,Y
OXR,Oxnard Apt,34.2,-119.2,Oxnard/Ventura,Y
PAE,Snohomish County,47.91943,-122.2836,Everett,Y
PBF,Grider Field,34.18333,-91.93333,Pine Bluff,Y
OLJ,Lajmoli,-14.88159,166.55811,Olpoi,Y
HBG,Bobby L. Chain Municipal,31.26666,-89.25,Hattiesburg/Laurel,Y
HLG,Ohio County,40.18333,-80.65,Wheeling,Y
IOW,Iowa City Municipal,41.63986,-91.54912,Iowa City,Y
APC,Napa County,38.21333,-122.27999,Napa,Y
APV,Apple Valley,34.57832,-117.18666,Apple Valley,Y
DVN,Davenport Municipal,41.61666,-90.58333,Davenport,Y
ULZ,Donai,47.71025,96.52553,Uliastai,Y
BOW,Bartow Municipal,27.93333,-81.78333,Bartow,Y
ZGB,Nottingham Bus Station,52.95903,-1.14848,Nottingham,Y
EMA,Nottingham East Midlands Airport,52.8311,-1.32804,Nottingham,Y
ZVK,Savannakhet,16.56064,104.76368,Savannakhet,Y
MAN,Manchester International,53.35361,-2.27499,Manchester,Y
ONQ,Caycuma,41.50541,32.08858,Zonguldak,Y
HTL,Roscommon County,44.36638,-84.67499,Houghton Lake,Y
CSN,Carson Airport,39.2,-119.73333,Carson City,Y
XSH,Tours St-Pierre-Corps Rail Stn,47.38917,0.69384,Tours,Y
TUF,Tours Val de Loire Airport,47.43193,0.72304,Tours,Y
SJL,Sao Gabriel Cachoeira,-0.14952,-66.98655,Sao Gabriel Cachoeira,Y
BBG,Butaritari,3.08616,172.81057,Butaritari,Y
CEQ,Cannes Mandelieu,43.54638,6.95416,Cannes,Y
LAM,Los Alamos,35.88003,-106.27109,Los Alamos,Y
ZFQ,Bordeaux St-Jean Rail Station,44.81774,-0.56161,Bordeaux,Y
BOD,Bordeaux Merignac Apt,44.8286,-0.71527,Bordeaux,Y
ZFJ,Rennes Rail Station,48.10333,-1.6725,Rennes,Y
RNS,Rennes St Jacques Airport,48.07194,-1.73222,Rennes,Y
SBA,Santa Barbara Municipal,34.4261,-119.84027,Santa Barbara,Y
JQA,Qaarsut,70.73358,-52.69264,Qaarsut,Y
MNS,Mansa,-11.13819,28.8749,Mansa,Y
KJR,Karlsruhe/Baden-Baden Hbf Rail Station,48.99352,8.40222,Karlsruhe/Baden-Baden,Y
FKB,Karlsruhe/Baden-Baden Baden Airpark,48.77943,8.08054,Karlsruhe/Baden-Baden,Y
NUX,Novy Urengoy,66.07024,76.52044,Novy Urengoy,Y
MMX,Malmo Airport,55.54227,13.37484,Malmo,Y
QYU,Gavle C Rail Station,60.67599,17.15078,Gavle,Y
WUU,Wau,7.7257,27.97322,Wau,Y
QYX,Uppsala C Rail Station,59.8587,17.64606,Uppsala C Rail Station,Y
XEZ,Sodertalje S Rail Stn,59.15,17.63333,Sodertalje S Rail Stn,Y
KHE,Kherson,46.67709,32.50714,Kherson,Y
SCN,Saarbruecken Airport,49.21459,7.11038,Saarbrucken,Y
YJB,Barcelona Sants Rail Stn,41.37916,2.14,Barcelona,Y
BCN,Barcelona Apt,41.29694,2.07832,Barcelona,Y
YJD,Barcelona Franca Rail Stn,41.38416,2.18611,Barcelona,Y
BOA,Boma,-5.86666,13.06666,Boma,Y
KHK,Khark Island,29.26045,50.32207,Khark Island,Y
TCX,Tabas,33.66721,56.89314,Tabas,Y
QGY,Gyor Bus Station,47.68333,17.63333,Gyor Bus Station,Y
ONM,Socorro Municipal,34.05,-106.88333,Socorro,Y
QQK,London Kings Cross Rail Station,51.53333,-0.11666,London Kings Cross Rail Station,Y
VRA,Juan G Gomez Intl,23.03444,-81.43527,Varadero,Y
KSE,Kasese,0.18481,30.10179,Kasese,Y
PAF,Pakuba,2.20068,31.55143,Pakuba,Y
ZGD,Groton/New London Rail Station,41.35414,-72.0934,Groton/New London Rail Station,Y
ZRV,Providence Rail Station,41.82911,-71.41379,Providence Rail Station,Y
ZTF,Stamford Rail Station,41.04668,-73.54193,Stamford Rail Station,Y
ZVE,New Haven Rail Station,41.29758,-72.9267,New Haven Rail Station,Y
MGN,Baracoa,9.26666,-74.88333,Magangue,Y
